Station,Date (DD/MM/YY),Pressure (dbar),Temperature (ITS-90),Salinity (PSS-78) ,DIC (umol/kg),pH,Aklanity (ueq/kg)
ALOHA,10/12/2009,24.7,24.4088,35.3645,2009.1,8.066,2332
ALOHA,10/12/2009,75,22.5095,35.3612,2023.7,8.04,2330
ALOHA,10/12/2009,100.5,21.6129,35.4009,2033.4,8.018,2333
ALOHA,10/12/2009,149.9,20.7193,35.3905,2052.1,7.993,2331
ALOHA,09/03/2010,231.4,16.3243,34.6606,2063.6,7.899,2284
ALOHA,09/03/2010,357.7,10.4012,34.1387,2113,7.748,2262
ALOHA,09/03/2010,494.1,7.2935,34.0643,2212.1,7.515,2279
ALOHA,09/03/2010,577.8,6.1274,34.1115,2261.3,7.411,2296
ALOHA,09/03/2010,756,4.9772,34.3246,2316.9,7.353,2337
ALOHA,09/03/2010,1023.3,3.8985,34.4806,2337.5,7.394,2377
ALOHA,09/03/2010,3000.5,1.551,34.6671,2343.6,7.536,2425
ALOHA,09/03/2010,4499.5,1.4847,34.6864,2324.5,7.578,2424
ALOHA,10/03/2010,4.7,23.3406,35.2732,2006,8.069,2328
ALOHA,10/03/2010,25.5,23.3389,35.2731,2005.7,8.068,2327
ALOHA,10/03/2010,45.6,23.3361,35.2728,2006.2,8.064,2329
ALOHA,10/03/2010,75.3,23.0755,35.2563,2008.9,8.06,2327
ALOHA,10/03/2010,101.3,22.4149,35.2323,2024.8,8.037,2326
ALOHA,10/03/2010,150.8,19.9992,35.2053,2052.5,7.978,2319
ALOHA,06/04/2010,2000.2,2.176,34.6156,2354.9,7.474,2414
ALOHA,06/04/2010,3000,1.5406,34.6688,2342.3,7.536,2425
ALOHA,06/04/2010,4498.4,1.4842,34.6875,2324.6,7.579,2422
ALOHA,06/04/2010,239.8,18.9625,35.0636,2056.9,7.951,2304
ALOHA,06/04/2010,341.3,11.9665,34.1884,2094.5,7.78,2258
ALOHA,06/04/2010,497.8,7.1464,34.0424,2215,7.496,2278
ALOHA,06/04/2010,604.6,5.9004,34.1951,2287.6,7.361,2309
ALOHA,06/04/2010,1016.1,3.9461,34.4922,2336.7,7.394,2370
ALOHA,07/04/2010,4.8,23.3643,35.2707,2008.2,8.062,2333
ALOHA,07/04/2010,25.6,23.2454,35.2688,2008,8.066,2326
ALOHA,07/04/2010,45.4,23.2382,35.2688,2006.8,8.056,2325
ALOHA,07/04/2010,76.6,23.1844,35.2838,2008.9,8.062,2328
ALOHA,07/04/2010,99.8,22.7352,35.3267,2017.4,8.045,2331
ALOHA,07/04/2010,151.1,20.6868,35.2638,2048.5,7.984,2323
ALOHA,07/04/2010,200.1,19.2702,35.1171,2056.5,7.957,2316
ALOHA,18/05/2010,1998.4,2.1555,34.6168,2356.5,7.472,2419
ALOHA,18/05/2010,2999.7,1.557,34.6662,2346.1,7.53,2429
ALOHA,18/05/2010,4498.8,1.485,34.6872,2325.3,7.578,2426
ALOHA,18/05/2010,225.5,18.7773,35.1195,2039,7.983,2310
ALOHA,18/05/2010,332.1,12.3135,34.2147,2087.9,7.8,2263
ALOHA,18/05/2010,500.1,7.5255,34.0513,2204.1,7.525,2275
ALOHA,18/05/2010,585.1,6.1244,34.1209,2265.3,7.404,2304
ALOHA,18/05/2010,745.3,4.9089,34.339,2320.4,7.356,2342
ALOHA,18/05/2010,1015.5,4.0504,34.4741,2336.2,7.388,2376
ALOHA,19/05/2010,4.2,24.3894,35.2685,2005.4,8.065,2327
ALOHA,19/05/2010,24.7,24.1527,35.3039,2008.6,8.065,2331
ALOHA,19/05/2010,45.4,23.3252,35.3129,2009.6,8.063,2333
ALOHA,19/05/2010,74.5,23.0122,35.3361,2014.2,8.059,2334
ALOHA,19/05/2010,100,21.8944,35.3465,2036.9,8.019,2333
ALOHA,19/05/2010,150.4,20.9794,35.4228,2037.8,8.02,2333
ALOHA,19/05/2010,200.3,19.4875,35.1554,2054.7,7.968,2318
ALOHA,08/06/2010,2000.1,2.141,34.618,2355.1,7.468,2410
ALOHA,08/06/2010,2998.4,1.5413,34.6682,2343.3,7.531,2425
ALOHA,08/06/2010,4499.5,1.4855,34.6879,2325.2,7.577,2424
ALOHA,08/06/2010,277.1,13.1198,34.3166,2078.2,7.832,2264
ALOHA,08/06/2010,350.9,10.4968,34.1173,2115.3,7.729,2259
ALOHA,08/06/2010,487.1,7.4247,34.0772,2211.2,7.511,2283
ALOHA,08/06/2010,1019.4,3.9405,34.4812,2338.4,7.391,2378
ALOHA,09/06/2010,5.6,24.841,35.4059,2014.2,8.06,2335
ALOHA,09/06/2010,25,24.5928,35.4656,2021,8.056,2336
ALOHA,09/06/2010,74.1,21.4302,35.404,2028.9,8.032,2336
ALOHA,09/06/2010,98.2,20.8118,35.3654,2034.7,8.013,2328
ALOHA,09/06/2010,146.6,19.2001,35.1834,2040.1,7.984,2313
ALOHA,09/06/2010,206.8,16.0935,34.6225,2046.7,7.922,2281
ALOHA,08/07/2010,2000.1,2.0761,34.6223,2356,7.482,2416
ALOHA,08/07/2010,2999.8,1.5233,34.6716,2344,7.539,2425
ALOHA,08/07/2010,4498.6,1.484,34.6892,2324.9,7.58,2423
ALOHA,08/07/2010,266.7,14.6355,34.4618,2065.6,7.87,2269
ALOHA,08/07/2010,367.9,10.6718,34.1832,2105.8,7.768,2266
ALOHA,08/07/2010,508.6,7.6942,34.0939,2210.3,7.515,2286
ALOHA,08/07/2010,624.4,5.8259,34.181,2281.4,7.383,2310
ALOHA,08/07/2010,750.9,4.979,34.3233,2315.7,7.354,2335
ALOHA,08/07/2010,997.5,4.0784,34.4709,2335.9,7.39,2371
ALOHA,09/07/2010,5.7,25.7813,35.239,1992.1,8.083,2324
ALOHA,09/07/2010,25,25.2672,35.4874,2014.4,8.068,2336
ALOHA,09/07/2010,74.4,22.2898,35.4125,2022.4,8.047,2332
ALOHA,09/07/2010,99.3,21.0099,35.3666,2034.6,8.017,2329
ALOHA,09/07/2010,149.1,19.3948,35.185,2045,7.981,2318
ALOHA,09/07/2010,200.5,17.3708,34.8408,2046.2,7.94,2289
ALOHA,07/08/2010,4500.1,1.4855,34.6893,2323.4,7.578,2421
ALOHA,07/08/2010,239,18.5435,35.017,2050.6,7.959,2305
ALOHA,07/08/2010,349.6,11.9648,34.1771,2095.7,7.78,2259
ALOHA,07/08/2010,508.3,7.6462,34.1154,2220.3,7.49,2283
ALOHA,07/08/2010,580.7,6.2385,34.1335,2269.1,7.414,2300
ALOHA,07/08/2010,737.1,5.1456,34.2853,2307.7,7.36,2332
ALOHA,08/08/2010,5.7,25.5254,35.1159,1995.9,8.072,2324
ALOHA,08/08/2010,25.3,25.4279,35.1776,1998.3,8.075,2327
ALOHA,08/08/2010,45.2,25.3415,35.2318,1999.5,8.074,2324
ALOHA,08/08/2010,75.5,23.9386,35.0924,2001.6,8.065,2318
ALOHA,08/08/2010,100.2,23.1719,35.2836,2019.1,8.05,2331
ALOHA,08/08/2010,150.3,21.1294,35.3922,2039.5,8.022,2330
ALOHA,08/08/2010,200.5,19.9664,35.2323,2051.2,7.982,2322
ALOHA,03/09/2010,2000.4,2.1678,34.6159,2354.9,7.47,2412
ALOHA,03/09/2010,3000.3,1.5561,34.6681,2346.3,7.531,2427
ALOHA,03/09/2010,4399.7,1.4785,34.6886,2325.3,7.578,2423
ALOHA,04/09/2010,239.7,18.7769,35.0861,2046.5,7.966,2307
ALOHA,04/09/2010,520.4,7.6576,34.1209,2219.5,7.488,2284
ALOHA,04/09/2010,625.2,5.7424,34.1822,2288.3,7.366,2312
ALOHA,04/09/2010,765.2,5.0143,34.3325,2317.2,7.357,2337
ALOHA,04/09/2010,1023.2,3.9822,34.4682,2336.1,7.393,2367
ALOHA,04/09/2010,5.4,25.675,35.2321,1998.3,8.077,2321
ALOHA,04/09/2010,25.6,25.6826,35.2319,1998.1,8.075,2324
ALOHA,04/09/2010,45.5,25.603,35.2297,1998,8.075,2329
ALOHA,04/09/2010,76,24.5246,35.2021,2001.4,8.072,2322
ALOHA,04/09/2010,100.5,23.3362,35.247,2016.3,8.051,2328
ALOHA,04/09/2010,150.2,21.6666,35.2706,2043.5,8.005,2325
ALOHA,04/09/2010,200.7,20.1433,35.2075,2054.5,7.975,2318
ALOHA,03/10/2010,2000.4,2.0469,34.6227,2357.6,7.473,2414
ALOHA,03/10/2010,4498.3,1.4704,34.6902,2322.3,7.585,2424
ALOHA,03/10/2010,205.6,19.5728,35.1982,2051,7.974,2317
ALOHA,03/10/2010,342.3,11.7167,34.159,2111.2,7.747,2260
ALOHA,03/10/2010,434.3,9.1038,34.1141,2168.4,7.612,2267
ALOHA,03/10/2010,702,5.2332,34.2354,2306.3,7.349,2324
ALOHA,03/10/2010,1020.4,3.9077,34.4729,2338.9,7.39,2372
ALOHA,04/10/2010,7.5,26.0351,35.2881,1996.8,8.081,2323
ALOHA,04/10/2010,26,26.0491,35.2896,1997.3,8.082,2323
ALOHA,04/10/2010,45.9,25.9552,35.2757,1997.1,8.082,2323
ALOHA,04/10/2010,75.3,24.1432,35.2273,2006.1,8.067,2327
ALOHA,04/10/2010,150.4,21.2582,35.2944,2048,8.003,2328
ALOHA,04/10/2010,199.8,19.6408,35.2124,2050.9,7.982,2315
ALOHA,21/11/2010,5.2,25.0562,35.127,1996.6,8.078,2315
ALOHA,21/11/2010,24.8,25.0459,35.1456,1996.3,8.075,2317
ALOHA,21/11/2010,44.9,25.116,35.2466,2001.6,8.077,2321
ALOHA,21/11/2010,74.8,25.069,35.239,2002.1,8.072,2320
ALOHA,21/11/2010,100.4,23.2132,35.2666,2024.5,8.037,2322
ALOHA,21/11/2010,200.8,18.8323,35.0817,2050.2,7.976,2304
ALOHA,22/11/2010,236,18.0538,34.9544,2047.7,7.957,2295
ALOHA,22/11/2010,353.4,12.0334,34.231,2096.4,7.788,2259
ALOHA,22/11/2010,499.8,7.4558,34.1016,2221.7,7.493,2280
ALOHA,22/11/2010,625.1,5.4116,34.0812,2280.9,7.368,2303
ALOHA,22/11/2010,764.4,4.4983,34.2719,2333,7.311,2340
ALOHA,22/11/2010,1020.1,3.8015,34.4731,2343.1,7.382,2372
ALOHA,22/11/2010,2000.4,2.1303,34.6195,2356,7.473,2414
ALOHA,22/11/2010,3000.5,1.5584,34.6688,2344.5,7.535,2424
ALOHA,22/11/2010,4500,1.4887,34.6888,2324.7,7.578,2424
ALOHA,28/01/2011,1998.7,2.074,34.6199,2359.1,7.473,2416
ALOHA,28/01/2011,2999.4,1.5485,34.6674,2346.7,7.534,2427
ALOHA,28/01/2011,4498,1.4843,34.6876,2325.3,7.58,2423
ALOHA,28/01/2011,250.1,14.3986,34.4127,2061,7.875,2268
ALOHA,28/01/2011,362.3,10.6178,34.1653,2119.2,7.74,2264
ALOHA,28/01/2011,494.5,7.5308,34.0857,2213.1,7.508,2279
ALOHA,28/01/2011,755.7,4.7163,34.2992,2324,7.336,2340
ALOHA,28/01/2011,1020.2,3.8075,34.4909,2344.3,7.389,2372
ALOHA,29/01/2011,2.4,23.63,35.3982,2011.7,8.067,2332
ALOHA,29/01/2011,24.8,23.6302,35.3983,2012.2,8.066,2334
ALOHA,29/01/2011,44.9,23.4384,35.4227,2014.3,8.065,2334
ALOHA,29/01/2011,74.6,23.0969,35.4451,2019.8,8.058,2334
ALOHA,29/01/2011,101.4,21.6834,35.3271,2039.2,8.012,2325
ALOHA,29/01/2011,150.3,18.6227,34.9965,2052.2,7.955,2301
ALOHA,29/01/2011,200.5,16.7168,34.7094,2057.7,7.916,2279
ALOHA,28/02/2011,1998.9,2.1151,34.6221,2354.6,7.477,2412
ALOHA,28/02/2011,2999.4,1.5467,34.6697,2343.4,7.534,2426
ALOHA,28/02/2011,4498.9,1.4843,34.6893,2321.7,7.58,2420
ALOHA,28/02/2011,232,16.0202,34.6052,2055.5,7.907,2278
ALOHA,28/02/2011,352.3,11.0038,34.2045,2101.3,7.773,2262
ALOHA,28/02/2011,486,7.3303,34.0417,2202.4,7.532,2275
ALOHA,28/02/2011,577.8,5.7769,34.069,2262.9,7.402,2296
ALOHA,28/02/2011,769,4.6114,34.3066,2327.4,7.326,2337
ALOHA,28/02/2011,1019.3,3.9261,34.4758,2336.4,7.39,2369
ALOHA,01/03/2011,7.8,24.4126,35.1892,1996.2,8.073,2321
ALOHA,01/03/2011,26.1,24.1056,35.2229,1998.4,8.072,2326
ALOHA,01/03/2011,45,23.9383,35.2955,2005.1,8.067,2328
ALOHA,01/03/2011,75.4,23.3391,35.4043,2011.4,8.062,2332
ALOHA,01/03/2011,100.5,22.8785,35.4164,2024.1,8.06,2334
ALOHA,01/03/2011,150.8,20.386,35.2031,2055.1,7.974,2322
ALOHA,01/03/2011,200.1,18.7773,34.9982,2057.8,7.945,2306
ALOHA,11/04/2011,3000.4,1.6231,34.6625,2344.8,7.526,2420
ALOHA,11/04/2011,4498.7,1.4868,34.6881,2323.4,7.58,2415
ALOHA,12/04/2011,230.3,18.1171,34.944,2044.4,7.959,2301
ALOHA,12/04/2011,349.7,12.4752,34.2936,2075.2,7.831,2262
ALOHA,12/04/2011,508.1,7.4612,34.0737,2212,7.508,2274
ALOHA,12/04/2011,582.1,6.2354,34.1367,2268.2,7.388,2296
ALOHA,12/04/2011,759.3,5.2142,34.364,2317.8,7.346,2332
ALOHA,12/04/2011,1019,4.172,34.488,2335.7,7.393,2364
ALOHA,12/04/2011,6.8,24.0249,35.0708,1993.1,8.069,2311
ALOHA,12/04/2011,25.4,24.0314,35.0711,1992.6,8.069,2313
ALOHA,12/04/2011,44.8,24.0031,35.0903,1994,8.069,2313
ALOHA,12/04/2011,75.5,23.8506,35.1924,1999.6,8.066,2319
ALOHA,12/04/2011,101.1,23.7841,35.2196,2000.6,8.067,2323
ALOHA,12/04/2011,150.9,22.3479,35.3032,2031.7,8.025,2323
ALOHA,12/04/2011,200.9,20.1537,35.2057,2046.5,7.982,2312
ALOHA,09/05/2011,2002.9,2.2285,34.6154,2355.4,7.471,2410
ALOHA,09/05/2011,3000.2,1.5875,34.6657,2345.8,7.53,2422
ALOHA,09/05/2011,4500.5,1.4863,34.6883,2324.1,7.581,2419
ALOHA,09/05/2011,277.3,13.0628,34.3087,2074.7,7.834,2260
ALOHA,09/05/2011,364.1,10.1414,34.1279,2134.3,7.692,2259
ALOHA,09/05/2011,500.7,7.0766,34.0706,2224.2,7.482,2279
ALOHA,09/05/2011,577.8,6.2836,34.1405,2264.9,7.393,2292
ALOHA,09/05/2011,750.8,5.0978,34.3601,2319.5,7.35,2335
ALOHA,09/05/2011,1018.4,4.2646,34.489,2333.8,7.385,2361
ALOHA,10/05/2011,5.6,24.3107,35.2942,2002.4,8.07,2322
ALOHA,10/05/2011,26.3,24.3163,35.2943,2002.9,8.07,2320
ALOHA,10/05/2011,44.6,24.3052,35.2967,2004,8.105,2337
ALOHA,10/05/2011,75.3,23.0509,35.3899,2014.8,8.05,2323
ALOHA,10/05/2011,150.2,21.2856,35.3471,2030.5,8.024,2322
ALOHA,10/05/2011,200.8,18.5834,34.9816,2050.9,7.952,2297
ALOHA,19/07/2011,1999,2.2007,34.6156,2354.8,7.474,2403
ALOHA,19/07/2011,2998.5,1.5889,34.6642,2346.2,7.532,2417
ALOHA,19/07/2011,4499.3,1.4893,34.6866,2325,7.581,2416
ALOHA,20/07/2011,267.2,16.3381,34.6206,2063.2,7.893,2275
ALOHA,20/07/2011,359.2,10.4557,34.1214,2125.9,7.708,2261
ALOHA,20/07/2011,519.7,6.9703,34.1595,2255.7,7.41,2289
ALOHA,20/07/2011,607.7,6.1684,34.234,2282.2,7.373,2310
ALOHA,20/07/2011,749.7,4.9851,34.3506,2320.4,7.359,2331
ALOHA,20/07/2011,1019.4,4.2276,34.4803,2333.7,7.394,2357
ALOHA,20/07/2011,6.1,25.3427,34.9686,1984.2,8.079,2300
ALOHA,20/07/2011,24.7,25.3531,34.9684,1984.8,8.08,2304
ALOHA,20/07/2011,44.5,25.3555,34.9674,1984.4,8.081,2298
ALOHA,20/07/2011,74.8,24.9671,34.9425,1986.6,8.073,2300
ALOHA,20/07/2011,99.8,23.9247,35.1401,2005,8.064,2317
ALOHA,20/07/2011,149.3,22.2884,35.283,2033.8,8.025,2324
ALOHA,20/07/2011,199.5,19.3299,34.9838,2061.4,7.944,2304
ALOHA,31/08/2011,5.7,26.0682,35.2361,1988.9,8.094,2317
ALOHA,31/08/2011,24.6,25.8639,35.2381,1989.7,8.088,2317
ALOHA,31/08/2011,44.6,25.5298,35.2905,1993.9,8.067,2321
ALOHA,31/08/2011,74.9,23.68,35.3718,2015.9,8.053,2325
ALOHA,31/08/2011,99.8,22.1634,35.3213,2035.9,8.026,2323
ALOHA,31/08/2011,149.4,20.0292,35.1588,2053.1,7.962,2309
ALOHA,31/08/2011,200.7,17.6361,34.8331,2053.8,7.931,2284
ALOHA,01/09/2011,259.9,15.6018,34.539,2066.5,7.875,2271
ALOHA,01/09/2011,375.1,10.1149,34.1266,2122.8,7.714,2255
ALOHA,01/09/2011,514.7,7.2269,34.0266,2205.8,7.527,2278
ALOHA,01/09/2011,595.6,6.1823,34.0812,2257.8,7.412,2293
ALOHA,01/09/2011,761.3,4.473,34.2493,2328,7.322,2337
ALOHA,01/09/2011,1019.8,3.8638,34.4814,2338.6,7.383,2369
ALOHA,01/09/2011,2001.1,2.1002,34.6193,2354.8,7.472,2415
ALOHA,01/09/2011,4500.1,1.488,34.6882,2324.3,7.582,2419
ALOHA,27/09/2011,25.8,26.1964,35.318,1994.8,8.097,2319
ALOHA,27/09/2011,45.6,26.2747,35.4323,1997.9,8.092,2329
ALOHA,27/09/2011,76.1,24.9455,35.3685,2003.4,8.077,2326
ALOHA,27/09/2011,100.7,22.8857,35.2805,2011.8,8.052,2327
ALOHA,27/09/2011,200.8,17.3738,34.7978,2053,7.931,2296
ALOHA,27/09/2011,250.9,14.3523,34.4234,2061.7,7.876,2271
ALOHA,27/09/2011,338.5,10.7559,34.1633,2106.6,7.764,2252
ALOHA,27/09/2011,500.3,6.7651,34.0257,2223.1,7.487,2271
ALOHA,27/09/2011,625.8,5.2651,34.1065,2289.7,7.356,2300
ALOHA,27/09/2011,741.9,4.7008,34.3106,2324.4,7.338,2328
ALOHA,27/09/2011,1019.2,3.7567,34.474,2342.8,7.386,2363
ALOHA,28/09/2011,2000.9,2.0236,34.6241,2355.5,7.476,2409
ALOHA,28/09/2011,3001.7,1.5219,34.6697,2341.9,7.543,2422
ALOHA,28/09/2011,4500.3,1.4839,34.6871,2323.1,7.581,2414
ALOHA,04/11/2011,2001.2,2.0449,34.6224,2355.8,7.475,2419
ALOHA,04/11/2011,2999.5,1.5476,34.6685,2345.1,7.537,2427
ALOHA,04/11/2011,4497.5,1.4812,34.6869,2323.6,7.584,2422
ALOHA,05/11/2011,366.4,10.5429,34.1487,2108.7,7.756,2260
ALOHA,04/11/2011,507,6.7471,34.0664,2236.9,7.452,2286
ALOHA,04/11/2011,611.7,5.3478,34.1131,2286.7,7.364,2300
ALOHA,04/11/2011,758.4,4.4993,34.307,2331.4,7.328,2347
ALOHA,04/11/2011,1019.2,3.7944,34.4754,2340.8,7.387,2371
ALOHA,05/11/2011,5.7,25.7107,35.1989,1989.4,8.082,2315
ALOHA,05/11/2011,24.5,25.715,35.1975,1988.9,8.085,2311
ALOHA,05/11/2011,45.5,25.7127,35.1949,1988.8,8.083,2315
ALOHA,05/11/2011,74.9,25.2338,35.26,1999.5,8.066,2320
ALOHA,05/11/2011,99.8,22.9983,35.2932,2022.7,8.044,2320
ALOHA,05/11/2011,149.8,20.2779,35.1396,2049.2,7.974,2314
ALOHA,05/11/2011,200.3,17.7411,34.8412,2051.9,7.929,2288
ALOHA,29/11/2011,6,24.7879,35.2475,1996.1,8.077,2318
ALOHA,29/11/2011,24.9,24.7968,35.2468,1995.4,8.079,2317
ALOHA,29/11/2011,45.5,24.8026,35.2479,1995.6,8.075,2320
ALOHA,29/11/2011,74.8,24.8065,35.2505,1997.3,8.079,2317
ALOHA,29/11/2011,99.8,24.8233,35.2525,1998.6,8.078,2321
ALOHA,29/11/2011,150.2,21.5832,35.2712,2041.4,8.009,2334
ALOHA,29/11/2011,200,18.886,34.9845,2058.4,7.945,2301
ALOHA,30/11/2011,258.7,14.9789,34.4711,2062.5,7.878,2268
ALOHA,30/11/2011,365.8,10.3044,34.1375,2122.4,7.727,2263
ALOHA,30/11/2011,504.1,6.905,34.04,2221.1,7.495,2280
ALOHA,30/11/2011,626.2,5.2947,34.1098,2289.1,7.362,2302
ALOHA,30/11/2011,759.7,4.6144,34.2907,2328.9,7.333,2333
ALOHA,30/11/2011,1019.8,3.8346,34.4802,2339.3,7.392,2367
ALOHA,30/11/2011,1999.7,2.1259,34.6156,2356.7,7.471,2416
ALOHA,30/11/2011,2999.2,1.5438,34.6673,2343.9,7.538,2423
ALOHA,30/11/2011,4498.5,1.4863,34.6858,2324.3,7.58,2424
ALOHA,19/12/2011,1999.7,2.0387,34.6225,2358.5,7.471,2410
ALOHA,19/12/2011,2999.2,1.5244,34.6707,2342.3,7.539,2421
ALOHA,19/12/2011,4498.7,1.4845,34.688,2323.5,7.581,2416
ALOHA,19/12/2011,239.4,15.5172,34.5431,2059.8,7.889,2271
ALOHA,19/12/2011,366.8,10.5774,34.1547,2106.2,7.759,2256
ALOHA,19/12/2011,455.1,8.3723,34.0857,2181.4,7.586,2266
ALOHA,19/12/2011,569.6,5.8413,34.0721,2264.7,7.4,2297
ALOHA,19/12/2011,747.7,4.4761,34.263,2330,7.322,2335
ALOHA,19/12/2011,1018.7,3.8276,34.4747,2342.1,7.382,2363
ALOHA,20/12/2011,5,24.0226,35.2817,2005.5,8.071,2325
ALOHA,20/12/2011,24.6,24.007,35.281,2005.5,8.071,2320
ALOHA,20/12/2011,43.8,24.0104,35.281,2005.5,8.063,2326
ALOHA,20/12/2011,73.9,23.9777,35.2817,2006.2,8.069,2323
ALOHA,20/12/2011,99.5,23.949,35.283,2009.7,8.066,2322
ALOHA,20/12/2011,149.5,20.9548,35.2399,2050.7,7.985,2316
ALOHA,20/12/2011,199.6,17.3311,34.7574,2060,7.928,2280
ALOHA,18/01/2012,3001.2,1.5472,34.6685,2345.5,7.536,2425
ALOHA,18/01/2012,4497.9,1.4836,34.6877,2325.5,7.582,2420
ALOHA,18/01/2012,244.8,15.9056,34.5108,2063.4,7.88,2270
ALOHA,18/01/2012,357.3,10.7489,34.1115,2106,7.751,2255
ALOHA,18/01/2012,500.5,6.9374,34.0221,2213.2,7.507,2278
ALOHA,18/01/2012,617.6,5.4467,34.1246,2286.2,7.351,2295
ALOHA,18/01/2012,753.1,4.6461,34.2838,2326.8,7.33,2338
ALOHA,18/01/2012,1019,3.8971,34.4657,2335.7,7.389,2369
ALOHA,19/01/2012,5.5,23.64,35.2177,2007.7,8.062,2326
ALOHA,19/01/2012,25.1,23.6379,35.2181,2007.5,8.063,2324
ALOHA,19/01/2012,44.6,23.568,35.2223,2007.3,8.06,2322
ALOHA,19/01/2012,76.1,23.5735,35.2703,2009.7,8.062,2322
ALOHA,19/01/2012,101.5,23.5393,35.29,2011.5,8.062,2331
ALOHA,19/01/2012,151,21.9667,35.2839,2041.2,8.007,2320
ALOHA,19/01/2012,199.4,19.2177,35.0102,2058.6,7.948,2309
ALOHA,24/03/2012,2000.3,2.1784,34.6144,2358.7,7.464,2418
ALOHA,24/03/2012,3002.1,1.5569,34.6678,2346.3,7.534,2427
ALOHA,24/03/2012,4500.9,1.4837,34.6874,2324.8,7.58,2425
ALOHA,25/03/2012,275.7,14.1053,34.3926,2066.5,7.864,2268
ALOHA,25/03/2012,351.3,11.5989,34.2424,2092.8,7.799,2263
ALOHA,25/03/2012,507.4,7.314,34.0429,2209.8,7.517,2279
ALOHA,25/03/2012,584.8,5.8965,34.0733,2266.4,7.392,2297
ALOHA,25/03/2012,755.2,4.5472,34.2828,2332,7.317,2338
ALOHA,25/03/2012,1019,3.9018,34.4732,2342.2,7.383,2370
ALOHA,25/03/2012,6.4,22.9181,35.2015,2008.6,8.059,2322
ALOHA,25/03/2012,25.5,22.9222,35.2026,2008.8,8.059,2323
ALOHA,25/03/2012,45.2,22.9168,35.2249,2010.1,8.061,2320
ALOHA,25/03/2012,76.3,22.7052,35.3167,2016.6,8.056,2328
ALOHA,25/03/2012,102.7,22.6609,35.3737,2020.1,8.054,2331
ALOHA,25/03/2012,150.4,21.9984,35.3232,2034.4,8.024,2326
ALOHA,25/03/2012,201.7,19.5701,35.0667,2056,7.953,2310
ALOHA,01/05/2012,2000.2,2.2129,34.6125,2356.2,7.47,2416
ALOHA,01/05/2012,3001.9,1.5821,34.6655,2346.8,7.531,2429
ALOHA,01/05/2012,4499.8,1.4861,34.6877,2323.9,7.583,2424
ALOHA,01/05/2012,258.8,16.4421,34.6028,2068.7,7.888,2281
ALOHA,01/05/2012,362,9.6947,34.1122,2168.6,7.599,2265
ALOHA,01/05/2012,486.6,8.476,34.2646,2266.3,7.366,2286
ALOHA,01/05/2012,720.6,5.4336,34.2598,2305.9,7.352,2325
ALOHA,01/05/2012,1017.4,4.1127,34.4564,2335.2,7.386,2363
ALOHA,03/05/2012,5.9,23.4701,35.1138,2008.9,8.055,2318
ALOHA,03/05/2012,23.9,23.4573,35.1139,2009,8.058,2319
ALOHA,03/05/2012,43.9,23.4545,35.1138,2008.4,8.055,2319
ALOHA,03/05/2012,73.1,23.426,35.1108,2008.4,8.057,2317
ALOHA,03/05/2012,98.3,23.1751,35.1171,2011.4,8.056,2318
ALOHA,03/05/2012,150.8,22.5678,35.3349,2023.8,8.045,2327
ALOHA,03/05/2012,199.5,20.8807,35.1291,2053.2,7.977,2314
ALOHA,30/05/2012,2001.1,2.1252,34.6165,2358.9,7.468,2416
ALOHA,30/05/2012,2999.6,1.5498,34.6679,2344.8,7.538,2425
ALOHA,30/05/2012,4500.3,1.4869,34.6869,2324.4,7.582,2420
ALOHA,30/05/2012,258.7,16.553,34.6471,2055.5,7.92,2282
ALOHA,30/05/2012,346.7,12.4706,34.2577,2081.2,7.822,2260
ALOHA,30/05/2012,506.2,7.7456,34.0547,2195.1,7.554,2279
ALOHA,30/05/2012,606.9,5.8251,34.073,2257.2,7.412,2294
ALOHA,30/05/2012,738.6,4.7451,34.247,2324.5,7.325,2331
ALOHA,01/06/2012,4.9,24.261,35.1366,2005,8.063,2316
ALOHA,01/06/2012,24.4,24.2601,35.1563,2005.5,8.066,2320
ALOHA,01/06/2012,45.5,24.0691,35.2693,2012.2,8.065,2327
ALOHA,01/06/2012,74.9,23.2226,35.3536,2017.8,8.06,2332
ALOHA,01/06/2012,99.7,22.8022,35.3609,2019.8,8.055,2330
ALOHA,01/06/2012,148.5,21.7137,35.346,2032.1,8.029,2328
ALOHA,01/06/2012,200.1,18.9159,34.9629,2054.1,7.95,2303
ALOHA,26/06/2012,2000.1,2.0925,34.6215,2358.1,7.476,2415
ALOHA,26/06/2012,3000,1.5602,34.6682,2347.7,7.535,2425
ALOHA,26/06/2012,4499.8,1.4877,34.6884,2327,7.581,2423
ALOHA,27/06/2012,249.6,16.3354,34.6266,2059.8,7.902,2277
ALOHA,27/06/2012,345.2,11.6193,34.1848,2112.4,7.75,2259
ALOHA,27/06/2012,498.6,7.9463,34.1112,2211.8,7.521,2276
ALOHA,27/06/2012,585,6.3257,34.1569,2272.1,7.402,2300
ALOHA,27/06/2012,748.7,5.2034,34.2989,2311.7,7.362,2328
ALOHA,27/06/2012,1023.1,3.9196,34.4755,2342.7,7.385,2367
ALOHA,27/06/2012,5.7,24.3461,35.2214,2013.1,8.059,2325
ALOHA,27/06/2012,25.6,24.3507,35.2215,2012.4,8.059,2323
ALOHA,27/06/2012,45.2,24.3545,35.2213,2013.3,8.05,2323
